"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"1185","2025-09-30 11:42:43","7","id","22351553","2025-09-30 11:37:20","2025-09-30 11:42:43","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sangat Sering","Bergantung","Setuju","Ya","Tidak","Tidak",,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu","semoga lebih baik"
"1187","2025-09-30 11:42:30","7","id","724954088","2025-09-30 11:39:27","2025-09-30 11:42:30","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Tidak Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Tidak ada "
"1188","2025-09-30 11:47:18","7","id","1055990457","2025-09-30 11:40:54","2025-09-30 11:47:18","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Sangat Paham","Sangat Paham","Ya","Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Sangat Setuju","Sangat Setuju","Sangat Perlu","Saran untuk penggunaan AI diperbolehkan namun tetap bijak dalam memakainya karna sebagai generasi yang membersamai teknologi, AI sangat penting untuk mengembangkan kemampuan diri"
"1189","2025-09-30 11:46:29","7","id","1469416875","2025-09-30 11:41:55","2025-09-30 11:46:29","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Ya","Tidak","Ya","2024","Ya","Ya","Ya",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","semoga kedepannya lebih bijak lagi dalam menggunakan ak"
"1190","2025-09-30 11:49:17","7","id","642306826","2025-09-30 11:43:06","2025-09-30 11:49:17","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Sarannya mungkin untuk regulasi penggunaan AI di PTKIN sebaiknya jelas tapi tetap fleksibel, supaya mahasiswa bisa memanfaatkannya untuk belajar dan riset tanpa merasa terlalu dibatasi. Harapannya, aturan ini mendorong penggunaan AI yang etis, kreatif, dan benar-benar membantu proses akademik."
"1191","2025-09-30 11:51:33","7","id","316447895","2025-09-30 11:47:34","2025-09-30 11:51:33","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","harapannya agar PTKIN dapat mensosialisasikan AI secara bijak"
"1192","2025-09-30 11:50:09","7","id","1523300126","2025-09-30 11:47:47","2025-09-30 11:50:09","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Saran dalam penggunaan AI tetap diperbolehkan namun tetap bijak dalam penggunaannya. Karna sebagai generasi yang membersamai teknologi AI sangat penting dalam mengembangkan kemampuan diri"
"1193","2025-09-30 11:50:09","7","id","146133122","2025-09-30 11:48:07","2025-09-30 11:50:09","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Ada arahan bimbingan juga pembentukan untuk pembelajaran"
"1194","2025-09-30 11:51:34","7","id","570998526","2025-09-30 11:48:29","2025-09-30 11:51:34","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Setuju","Perlu","perlu adanya peraturan yang menjelaskan panduan menggunakan ai, agar dalam penggunaanya tidak menimbulkan efek yang negatif "
"1196","2025-09-30 12:06:57","7","id","580871824","2025-09-30 11:54:45","2025-09-30 12:06:57","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Saran saya untuk pengunaan Ai di PTKI Menyusun pedoman etika penggunaan AI yang komprehensif dan Mengembangkan literasi AI bagi seluruh sivitas akademika.
 Kalo untuk harapan AI sebagai alat untuk kemajuan, bukan kecurangan. "
"1197","2025-09-30 12:12:55","7","id","1658941342","2025-09-30 12:09:36","2025-09-30 12:12:55","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2025","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Semoga penggunaan AI di PTKIN bisa berjalan lancar kedepannya "
"1198","2025-09-30 12:13:28","7","id","1945795838","2025-09-30 12:10:32","2025-09-30 12:13:28","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Sangat Paham","Sangat Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","harapan saya bisa untuk menunjang perkuliahan secara berkelanjutan"
"1199","2025-09-30 12:15:04","7","id","180563402","2025-09-30 12:10:45","2025-09-30 12:15:04","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Saran saya menerapkan aturan akademis yang jelas dan transparan untuk harapan nya peningkatan kualitas dan relevansi dalam dunia pendidikan "
"1200","2025-09-30 12:15:18","7","id","712906374","2025-09-30 12:10:51","2025-09-30 12:15:18","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Sangat Setuju","Setuju","Setuju","Sangat Perlu","Memiliki regulasi yang bagus agar baik untuk kedepannya"
"1201","2025-09-30 12:20:37","7","id","1261674731","2025-09-30 12:17:19","2025-09-30 12:20:37","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Lebih di tingkatkan lagi regulasinya"
"1202","2025-09-30 12:37:58","7","id","1921245897","2025-09-30 12:19:35","2025-09-30 12:37:58","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","SEMOGA DENGAN ADANYA AI MAHASISWA SEMAKIN KREATIF DALAM PEMIKIRAN UNTUK MENGEMBANGKAN SUATU KARYA"
"1203","2025-09-30 12:38:15","7","id","1830332815","2025-09-30 12:33:17","2025-09-30 12:38:14","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Sangat Setuju","Ya","Tidak","Tidak",,,"Tidak",,,,,"Tidak","Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","Harapan saya semoga ada regulasi yang benar benar paten terhadap penggunaan ai di ptkin"
"1204","2025-09-30 12:52:49","7","id","1272888461","2025-09-30 12:48:28","2025-09-30 12:52:49","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Setuju","Setuju","Setuju","Tidak Perlu","Seiring perkembangan zaman tidak ada salah ny kita memanfaatkan teknologi digital berbasis AI namun kita juga harus bijak dalam menggunakan ny jangan sampe terus ketergantungan kepada sistem AI"
"1205","2025-09-30 13:05:42","7","id","787592377","2025-09-30 13:03:08","2025-09-30 13:05:42","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Penggunaan AI yang lebih bijak dan digunakan ditempat dan disaat yang tepat
"
"1206","2025-09-30 13:58:21","7","id","2100036059","2025-09-30 13:56:42","2025-09-30 13:58:21","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","adanya batasan dalam penggunaan ai dan bagaimana cara pemanfaatan yang optimal di lingkungan kampus"
"1207","2025-09-30 15:42:59","7","id","1670928228","2025-09-30 15:35:57","2025-09-30 15:42:59","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Sangat Paham","Paham","Ya","Sangat Sering","Sangat Bergantung","Sangat Setuju","Ya","Ya","Ya","2024","Ya","Ya","Tidak",,,,"Ya","Setuju","Sangat Setuju","Setuju","Perlu","Saya berharap regulasi penggunaan Artificial Intelligence (AI) di PTKIN dapat disusun secara jelas, adil, dan adaptif terhadap perkembangan teknologi. Regulasi sebaiknya tidak hanya membatasi, tetapi juga mengarahkan penggunaan AI agar mendukung proses pembelajaran, penelitian, dan administrasi kampus secara positif."
"1209","2025-10-01 00:28:46","7","id","511091940","2025-10-01 00:26:06","2025-10-01 00:28:46","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","semoga bisa bijak dalam membuat regulasi dalam penggunaan AI ini supaya tidak menimbulkan polemik kedepannya"
"1210","2025-10-01 00:30:31","7","id","1759050598","2025-10-01 00:26:11","2025-10-01 00:30:31","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","bisa lebih mempermudah dan membantu "
"1211","2025-10-01 00:30:36","7","id","2146458104","2025-10-01 00:26:12","2025-10-01 00:30:36","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","dikelola dengan baik agar dapat membantu perkuliahan dan pembelajaran "
"1212","2025-10-01 00:31:10","7","id","235790362","2025-10-01 00:26:23","2025-10-01 00:31:10","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Perlu","Penggunaan AI memang memudahkan, sarannya PTKIN diharapkan punya aturan mengenai penggunaan AI ini. "
"1213","2025-10-01 00:29:42","7","id","1501471197","2025-10-01 00:26:27","2025-10-01 00:29:42","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","harapan nya semoga saya bisa tidak bergantung sma AI"
"1214","2025-10-01 00:32:51","7","id","806628064","2025-10-01 00:26:32","2025-10-01 00:32:51","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Ya","Ya","Ya","2023","Ya","Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Semoga penggunaan nya tepat dan mampu bersaing dengan PTKIN lainnya ataupun Perguruan negeri/swasta serta PTKIS, agar mampu juga menjadi salah satu faktor maju nya teknologi bangsa"
"1215","2025-10-01 00:30:35","7","id","971509786","2025-10-01 00:26:39","2025-10-01 00:30:35","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Menjadi inspirasi untuk lebih berpikir kritis dan tidak terlalu bergantung "
"1216","2025-10-01 00:39:30","7","id","325445126","2025-10-01 00:26:53","2025-10-01 00:39:30","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Regulasi penggunaan AI di PTKIN dapat disusun dengan jelas, adil, dan fleksibel agar sesuai dengan kebutuhan akademik sekaligus tetap menjaga nilai-nilai keislaman dan integritas ilmiah. Regulasi tersebut sebaiknya memberikan batasan yang tegas bahwa AI hanya digunakan sebagai alat bantu dalam proses belajar, memahami konsep yang sulit dan mencari penjelasan tambahan bukan sebagai pengganti kemampuan berpikir kritis dan kreativitas mahasiswa maupun dosen."
"1217","2025-10-01 00:35:51","7","id","115061749","2025-10-01 00:27:15","2025-10-01 00:35:51","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Sangat Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu"," Regulasi harus mendorong inovasi berbasis etika Islam, menetapkan akuntabilitas tegas untuk data dan hasil, serta menjamin akses yang adil.

"
"1218","2025-10-01 00:35:13","7","id","311783288","2025-10-01 00:27:33","2025-10-01 00:35:13","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Perlu","semoga para mahasiswa zaman sekarang bisa memanfaat kan AI dengan bijak 

"
"1219","2025-10-01 00:31:50","7","id","2038953222","2025-10-01 00:27:44","2025-10-01 00:31:50","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Sangat Paham","Ya","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Sangat Setuju","Sangat Setuju","Sangat Perlu","Dibuat Agar Lebih Baik Lagi Supaya Memanfaatkan AI"
"1220","2025-10-01 00:30:47","7","id","2090995171","2025-10-01 00:28:08","2025-10-01 00:30:47","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Tidak Perlu","-"
"1221","2025-10-01 00:35:45","7","id","21395368","2025-10-01 00:29:25","2025-10-01 00:35:45","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu","Penggunaan Ai tidak melanggar privasi mahasiswa maupun dosen, dan menjamin keamaan data akademik dan administratif."
"1222","2025-10-01 00:34:25","7","id","1788061739","2025-10-01 00:29:31","2025-10-01 00:34:25","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Tidak Perlu","untuk menggunakan ai lebih bijak lagi"
"1224","2025-10-01 00:35:54","7","id","1523928758","2025-10-01 00:30:10","2025-10-01 00:35:54","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Saya berharap regulasi penggunaan AI di PTKIN dapat menghadirkan aturan yang jelas dan etis, sehingga pemanfaatannya tetap sejalan dengan nilai akademik dan keislaman. Regulasi sebaiknya tidak hanya bersifat membatasi, tetapi juga mendukung inovasi dalam pembelajaran, penelitian, dan pengabdian. Selain itu, penting ada penekanan pada transparansi penggunaan AI serta peningkatan literasi digital bagi civitas akademika, agar AI ini dimanfaatkan secara bijak, bertanggung jawab, dan tetap menjaga integritas ilmiah."
"1225","2025-10-01 01:42:02","7","id","21900007","2025-10-01 01:38:54","2025-10-01 01:42:02","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Sangat Perlu","Ptkin seharusnya berperan penting atau turuk aktif dalam mensosialisasikan penggunaan ai keapada mahasiswa, untuk nantinya bagaimana penggunaan ai itu dapat diatur dengan semestinya. Agar mahasiswa dapat menggunakan ai dengan bijaksana."
"1226","2025-10-01 01:43:02","7","id","1779495677","2025-10-01 01:39:02","2025-10-01 01:43:02","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Sangat Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Mebggunakan AI sebagai jalan untuk memahami kondisi lingkungan bukan sepenuhnya bergantung pada AI. Regulasi harus dibuat untuk bisa memberikan pemahaman kepada mahasiswa supaya bisa bijak dalam menggunakan AI"
"1227","2025-10-01 01:41:29","7","id","914970654","2025-10-01 01:39:05","2025-10-01 01:41:29","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Segera dibuatkan regulasinya, supaya tidak adanya penyalahgunaan AI dalam proses pembelajaran "
"1228","2025-10-01 01:41:59","7","id","899183767","2025-10-01 01:39:28","2025-10-01 01:41:59","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","besar harapan saya agar bisa menggunakan ai secara bijak"
"1229","2025-10-01 01:52:15","7","id","319209166","2025-10-01 01:39:49","2025-10-01 01:52:15","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Ya","Ya","Tidak",,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","semoga makin berkembang dan makin memberi dampak positif"
"1230","2025-10-01 01:46:01","7","id","520962068","2025-10-01 01:39:51","2025-10-01 01:46:01","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Penggunaan AI harapannya bisa sangat di perlukan tanpa harus banyak di salahgunakan, terkait PTKIN lebih bisa beradaptasi dan memanfaatkan teknologi"
"1231","2025-10-01 01:43:11","7","id","807281778","2025-10-01 01:41:03","2025-10-01 01:43:11","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","tidak memiliki gambaran apapun"
"1232","2025-10-01 01:57:45","7","id","1923388169","2025-10-01 01:41:53","2025-10-01 01:57:45","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Walaupun seringkali tenaga pendidik seperti dosen memberitahu bagaimana cara penggunaan AI, namun diharapkan ada regulasi juga pelatihan pasti agar seluruh SDM yang ada di PTKIN paham dengan benar bagaimana AI bisa digunakan dalam dunia pendidikan dengan bijak"
"1233","2025-10-01 01:45:44","7","id","556400965","2025-10-01 01:42:17","2025-10-01 01:45:44","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Penggunaan AI dapat di pandu dengan bijak demi keberlanjutan dalam proses belajar namun panduan tersebut tidak menjadi batasan dalam mengekspresikan pengguna terhadap AI"
"1234","2025-10-01 01:50:59","7","id","911190555","2025-10-01 01:44:44","2025-10-01 01:50:59","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya",,,,"Perlu","Penggunaan AI harus sesuai nilai islam dan bertanggung jawab"
"1235","2025-10-01 01:50:12","7","id","1929820893","2025-10-01 01:46:22","2025-10-01 01:50:12","Perempuan","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","di manfaatkan dengan baik dan jangan di salahgunakan"
"1236","2025-10-01 01:51:14","7","id","1978117456","2025-10-01 01:46:53","2025-10-01 01:51:14","Laki-laki","< 20","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Bergantung","Tidak Setuju","Ya","Tidak","Tidak",,,"Tidak",,,,,"Tidak","Setuju","Tidak Setuju","Setuju","Tidak Perlu","semoga bisa bermanfaat apabila bisa mengelola"
"1238","2025-10-01 02:01:14","7","id","428692733","2025-10-01 01:48:56","2025-10-01 02:01:14","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Sangat Perlu","Saran: Sediakan pelatihan dan sumber daya khusus bagi dosen dan mahasiswa tentang cara mengintegrasikan AI secara etis dan efektif ke dalam mata kuliah, memastikan bahwa AI berfungsi sebagai pendukung pemahaman kontekstual dan mendalam, bukan simplifikasi ajaran agama."
"1239","2025-10-01 01:53:51","7","id","1885035876","2025-10-01 01:52:28","2025-10-01 01:53:51","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya",,,,"Perlu",""
